,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,age,gender,rt,url,stimulus,key_press,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,npress,response,responses
0,0,1.0,fullscreen,0,4194,0.0-0.0,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,external-html,1,28857,0.0-1.0,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,24541.3000000119,static/js/sub/consent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,,call-function,2,28857,0.0-2.0,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,image-keyboard-response,3,48463,0.0-3.0-0.0,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,19602.6999999881,,static/images/instructions_CB_1/Slide1.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,,image-keyboard-response,4,52398,0.0-3.1-0.1,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,3932.0999999642,,static/images/instructions_CB_1/Slide2.png,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,,image-keyboard-response,5,53981,0.0-3.2-0.2,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,1580.2999999523,,static/images/instructions_CB_1/Slide1.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,,image-keyboard-response,6,66655,0.0-3.3-0.3,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,12670.5999999642,,static/images/instructions_CB_1/Slide2.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,,image-keyboard-response,7,73838,0.0-3.4-0.4,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,7180.8999999762,,static/images/instructions_CB_1/Slide3.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,,image-keyboard-response,8,82503,0.0-3.5-0.5,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,8663.1999999881,,static/images/instructions_CB_1/Slide4.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,,image-keyboard-response,9,92038,0.0-3.6-0.6,dzd8zrg2sfi,2022-09-19 15:31:42.512,6229dbeebf010053193d5f4f,1,0,0,0,0,60,Female,9532.5999999642,,static/images/instructions_CB_1/Slide5.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
