,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,age,gender,rt,url,stimulus,key_press,npress,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,response,responses
0,0,1.0,fullscreen,0,2827,0.0-0.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,external-html,1,9600,0.0-1.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,6713.3999996185,static/js/sub/consent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,,call-function,2,9601,0.0-2.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,image-keyboard-response,3,15910,0.0-3.0-0.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,6307.8000001907,,static/images/instructions_CB_2/Slide1.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,,image-keyboard-response,4,34395,0.0-3.1-0.1,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,18484.2999997139,,static/images/instructions_CB_2/Slide2.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,,image-keyboard-response,5,36248,0.0-3.2-0.2,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1852.0,,static/images/instructions_CB_2/Slide3.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,,image-keyboard-response,6,37647,0.0-3.3-0.3,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1398.9000000954,,static/images/instructions_CB_2/Slide4.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,,image-keyboard-response,7,39273,0.0-3.4-0.4,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1624.7000002861,,static/images/instructions_CB_2/Slide5.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,,image-keyboard-response,8,40654,0.0-3.5-0.5,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1380.3000001907,,static/images/instructions_CB_2/Slide6.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,,image-keyboard-response,9,42348,0.0-3.6-0.6,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1693.6999998093,,static/images/instructions_CB_2/Slide7.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,,image-keyboard-response,10,48558,0.0-3.7-0.7,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,6209.2999997139,,static/images/instructions_CB_2/Slide8.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,,image-keyboard-response,11,53887,0.0-3.8-0.8,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,5328.5999999046,,static/images/instructions_CB_2/Slide9.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,,image-keyboard-response,12,60299,0.0-3.9-0.9,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,6410.4000000954,,static/images/instructions_CB_2/Slide10.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,,image-keyboard-response,13,62342,0.0-3.10-0.10,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,2042.2000002861,,static/images/instructions_CB_2/Slide11.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,,image-keyboard-response,14,67347,0.0-3.11-0.11,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,5004.9000000954,,static/images/instructions_CB_2/Slide12.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,,image-keyboard-response,15,77543,0.0-3.12-0.12,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,10194.8000001907,,static/images/instructions_CB_2/Slide13.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,,image-keyboard-response,16,80964,0.0-3.13-0.13,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,3420.5,,static/images/instructions_CB_2/Slide14.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,,image-keyboard-response,17,84642,0.0-3.14-0.14,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,3677.3000001907,,static/images/instructions_CB_2/Slide15.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,,image-keyboard-response,18,86450,0.0-3.15-0.15,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1807.4000000954,,static/images/instructions_CB_2/Slide16.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,,image-keyboard-response,19,88863,0.0-3.16-0.16,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,2412.4000000954,,static/images/instructions_CB_2/Slide17.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,,image-keyboard-response,20,95310,0.0-3.17-0.17,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,6447.0,,static/images/instructions_CB_2/Slide18.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,,image-keyboard-response,21,97367,0.0-3.18-0.18,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,2056.0,,static/images/instructions_CB_2/Slide19.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,,html-keyboard-response,22,98868,0.0-4.0-0.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,"<img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,,html-keyboard-response,23,101188,0.0-4.0-1.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,1817.5999999046,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,,html-keyboard-response,24,102690,0.0-4.0-2.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/6_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,,html-keyboard-response,25,104191,0.0-4.0-3.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,,html-keyboard-response,26,104698,0.0-4.0-4.0,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,,,,1.0,learning,0.0,A,,black,,stars,,,,A,black,stars,,1.0,1.0,NA,right,1817.5999999046,6.0,1.0,1.0,,,
27,0,,html-keyboard-response,27,106200,0.0-4.1-0.1,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,"<img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,,html-keyboard-response,28,107506,0.0-4.1-1.1,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,804.0999999046,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0,,html-keyboard-response,29,109008,0.0-4.1-2.1,0wd2blh3vnh,2022-09-19 16:25:47.137,59c6305e6a287600011c388d,2,41,33,26,21,29,M,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/4_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
