,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,age,gender,rt,url,stimulus,key_press,npress,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,response,responses
0,0,1.0,fullscreen,0,83754,0.0-0.0,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,external-html,1,91374,0.0-1.0,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,7165.1000000238,static/js/sub/consent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,,call-function,2,91376,0.0-2.0,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,image-keyboard-response,3,103065,0.0-3.0-0.0,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,11685.8999999762,,static/images/instructions_CB_0/Slide1.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,,image-keyboard-response,4,139560,0.0-3.1-0.1,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,36494.1999999881,,static/images/instructions_CB_0/Slide2.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,,image-keyboard-response,5,145386,0.0-3.2-0.2,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,5825.1000000238,,static/images/instructions_CB_0/Slide3.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,,image-keyboard-response,6,155645,0.0-3.3-0.3,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,10257.6000000238,,static/images/instructions_CB_0/Slide4.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,,image-keyboard-response,7,179921,0.0-3.4-0.4,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,24275.1000000238,,static/images/instructions_CB_0/Slide5.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,,image-keyboard-response,8,184655,0.0-3.5-0.5,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,4732.4000000358,,static/images/instructions_CB_0/Slide6.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,,image-keyboard-response,9,192298,0.0-3.6-0.6,l3qb1i9xs7m,2022-09-16 18:29:11.574,629e10d748005830b9eee9a0,0,72,24,61,1,27,Male,7642.3999999762,,static/images/instructions_CB_0/Slide7.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
