,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,age,gender,rt,url,stimulus,key_press,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,npress,response,responses
0,0,1.0,fullscreen,0,4140,0.0-0.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,external-html,1,15555,0.0-1.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,11274.0,static/js/sub/consent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,,call-function,2,15556,0.0-2.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,image-keyboard-response,3,22254,0.0-3.0-0.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,6697.1000000089,,static/images/instructions_CB_3/Slide1.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,,image-keyboard-response,4,29730,0.0-3.1-0.1,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,7474.3999999911,,static/images/instructions_CB_3/Slide2.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,,image-keyboard-response,5,33212,0.0-3.2-0.2,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,3480.0,,static/images/instructions_CB_3/Slide3.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,,image-keyboard-response,6,36943,0.0-3.3-0.3,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,3730.099999994,,static/images/instructions_CB_3/Slide4.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,,image-keyboard-response,7,41585,0.0-3.4-0.4,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,4639.5,,static/images/instructions_CB_3/Slide5.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,,image-keyboard-response,8,43891,0.0-3.5-0.5,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,2298.8999999911,,static/images/instructions_CB_3/Slide6.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,,image-keyboard-response,9,49468,0.0-3.6-0.6,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,5575.200000003,,static/images/instructions_CB_3/Slide7.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,,image-keyboard-response,10,63343,0.0-3.7-0.7,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,13873.700000003,,static/images/instructions_CB_3/Slide8.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0,,image-keyboard-response,11,71257,0.0-3.8-0.8,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,7912.799999997,,static/images/instructions_CB_3/Slide9.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0,,image-keyboard-response,12,81506,0.0-3.9-0.9,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,10248.0,,static/images/instructions_CB_3/Slide10.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0,,image-keyboard-response,13,87432,0.0-3.10-0.10,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,5925.099999994,,static/images/instructions_CB_3/Slide11.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0,,image-keyboard-response,14,102984,0.0-3.11-0.11,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,15549.799999997,,static/images/instructions_CB_3/Slide12.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0,,image-keyboard-response,15,112484,0.0-3.12-0.12,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,9511.400000006,,static/images/instructions_CB_3/Slide13.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,,image-keyboard-response,16,116907,0.0-3.13-0.13,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,4421.5,,static/images/instructions_CB_3/Slide14.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0,,image-keyboard-response,17,124550,0.0-3.14-0.14,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,7641.6000000089,,static/images/instructions_CB_3/Slide15.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,,image-keyboard-response,18,132949,0.0-3.15-0.15,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,8397.6000000089,,static/images/instructions_CB_3/Slide16.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0,,image-keyboard-response,19,144469,0.0-3.16-0.16,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,11519.5,,static/images/instructions_CB_3/Slide17.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,,image-keyboard-response,20,171866,0.0-3.17-0.17,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,27395.700000003,,static/images/instructions_CB_3/Slide18.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,,image-keyboard-response,21,175531,0.0-3.18-0.18,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,3654.299999997,,static/images/instructions_CB_3/Slide19.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,0,,html-keyboard-response,22,177044,0.0-4.0-0.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0,,html-keyboard-response,23,180554,0.0-4.0-1.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,,html-keyboard-response,24,180556,0.0-4.0-2.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0,,html-keyboard-response,25,182087,0.0-4.0-3.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<p style=""font-size:50px"">Too slow!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,0,,html-keyboard-response,26,182611,0.0-4.0-4.0,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,,,1.0,learning,0.0,A,,black,,moons,,,,A,black,moons,,1.0,1.0,NA,,,,,,,,,
27,0,,html-keyboard-response,27,184122,0.0-4.1-0.1,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,,html-keyboard-response,28,185636,0.0-4.1-1.1,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,997.599999994,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
29,0,,html-keyboard-response,29,187152,0.0-4.1-2.1,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/1_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,0,,html-keyboard-response,30,188677,0.0-4.1-3.1,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,0,,html-keyboard-response,31,189189,0.0-4.1-4.1,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,,,1.0,learning,1.0,B,,red,,moons,,,,B,red,moons,,0.0,1.0,0,right,997.599999994,1.0,0.0,0.0,,,,
32,0,,html-keyboard-response,32,190697,0.0-4.2-0.2,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,0,,html-keyboard-response,33,192309,0.0-4.2-1.2,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,1107.799999997,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
34,0,,html-keyboard-response,34,193821,0.0-4.2-2.2,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/1_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0,,html-keyboard-response,35,195350,0.0-4.2-3.2,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0,,html-keyboard-response,36,195866,0.0-4.2-4.2,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,,,1.0,learning,2.0,C,,black,,stars,,,,C,black,stars,,1.0,0.0,NA,left,1107.799999997,1.0,0.0,1.0,,,,
37,0,,html-keyboard-response,37,197376,0.0-4.3-0.3,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"<img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0,,html-keyboard-response,38,198732,0.0-4.3-1.3,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,852.6999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
39,0,,html-keyboard-response,39,200234,0.0-4.3-2.3,ifgq393xvo,2022-09-19 17:10:24.553,605f64ae5862018ec5eb9370,3,38,63,61,28,23,male,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/8_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
