,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,age,gender,rt,url,stimulus,key_press,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,npress,response,responses
0,0,1.0,fullscreen,0,12142,0.0-0.0,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,,external-html,1,31633,0.0-1.0,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,18769.4000000004,static/js/sub/consent.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0,,call-function,2,31637,0.0-2.0,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,,image-keyboard-response,3,34000,0.0-3.0-0.0,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,2361.1999999993,,static/images/instructions_CB_1/Slide1.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,,image-keyboard-response,4,43153,0.0-3.1-0.1,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,9151.5999999996,,static/images/instructions_CB_1/Slide2.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,,image-keyboard-response,5,46363,0.0-3.2-0.2,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,3209.4000000004,,static/images/instructions_CB_1/Slide3.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,,image-keyboard-response,6,54253,0.0-3.3-0.3,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,7888.2000000011,,static/images/instructions_CB_1/Slide4.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,,image-keyboard-response,7,60308,0.0-3.4-0.4,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,6054.6000000015,,static/images/instructions_CB_1/Slide5.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,,image-keyboard-response,8,66859,0.0-3.5-0.5,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,6561.3999999985,,static/images/instructions_CB_1/Slide6.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,,image-keyboard-response,9,71208,0.0-3.6-0.6,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,4348.7000000011,,static/images/instructions_CB_1/Slide7.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0,,image-keyboard-response,10,84872,0.0-3.7-0.7,l01wn5j792,2022-09-19 13:29:34.278,5bc7a4433dec25000138c626,1,59,65,47,47,42,Male,13662.7999999989,,static/images/instructions_CB_1/Slide8.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
